race,vehicle_number,lap,zone_id,zone_name,classification,avg_total_g,avg_utilization,wheelspin,understeer,oversteer,sample_count,event_coverage,max_event_run_len
R1,0,10,1,Turn 1,Conservative,1.2726640286938704,0.7480978376938119,False,True,False,79,0.189873417721519,5
R1,0,10,2,Turn 2,Conservative,1.1860934310671702,0.7747101548711751,False,True,False,166,0.14457831325301204,11
R1,0,10,3,Turn 3,Conservative,1.2264980938508718,0.7189934332587561,False,True,False,95,0.10526315789473684,6
R1,0,10,4,Turn 4,Conservative,1.1089167792373453,0.7284836431368539,False,True,False,46,0.21739130434782608,5
R1,0,10,5,Turn 5,Optimal,1.2139000532649415,0.8165887163642617,False,True,False,100,0.18,10
R1,0,10,6,Turn 6,Conservative,1.0591087655102196,0.6875754125837956,False,True,False,58,0.034482758620689655,1
R1,0,10,7,Turn 7,Conservative,1.0596162501806243,0.6102840262380028,False,True,False,35,0.2,7
R1,0,10,8,Turn 8,Optimal,1.3921568641753157,0.9211021403997793,False,True,False,53,0.22641509433962265,5
R1,0,10,9,Turn 9,Optimal,1.288400547416632,0.8171289984934968,False,True,False,104,0.057692307692307696,2
R1,0,10,10,Turn 10,Conservative,1.159000792889076,0.7714500083227656,False,True,False,93,0.1935483870967742,6
R1,0,10,11,Turn 11,Conservative,1.248497532736997,0.7365292412034976,False,False,False,98,0.0,0
R1,0,11,1,Turn 1,Conservative,1.2709369442055425,0.7267537097709682,True,True,False,76,0.2894736842105263,10
R1,0,11,2,Turn 2,Conservative,1.0913570258048868,0.7367780897332115,False,True,False,179,0.2122905027932961,8
R1,0,11,3,Turn 3,Conservative,1.213860120585343,0.7182141000526862,False,True,False,96,0.15625,5
R1,0,11,4,Turn 4,Conservative,1.1285849344554748,0.7243779646094959,False,True,False,49,0.20408163265306123,8
R1,0,11,5,Turn 5,Conservative,1.1820281918444968,0.7771809454022434,False,True,False,98,0.12244897959183673,6
R1,0,11,6,Turn 6,Conservative,1.0593668760420247,0.6888621478945134,False,True,False,58,0.10344827586206896,4
R1,0,11,7,Turn 7,Conservative,1.0213510562212456,0.5929143309084435,False,True,False,35,0.17142857142857143,4
R1,0,11,8,Turn 8,Aggressive,1.41005138075504,0.9404230796783829,False,True,False,51,0.19607843137254902,9
R1,0,11,9,Turn 9,Optimal,1.3028808770578904,0.8328972923757169,False,True,False,104,0.08653846153846154,7
R1,0,11,10,Turn 10,Conservative,1.1911640507523864,0.7851896365174023,False,True,False,92,0.15217391304347827,5
R1,0,11,11,Turn 11,Conservative,1.2520057266020332,0.7288265052360401,False,False,False,98,0.0,0
R1,0,12,1,Turn 1,Conservative,1.2891016508663684,0.7386995077504028,False,True,False,79,0.11392405063291139,5
R1,0,12,2,Turn 2,Conservative,1.2049133168352417,0.7668810629894293,False,True,False,169,0.1242603550295858,8
R1,0,12,3,Turn 3,Conservative,1.1872371723870554,0.7145551760953862,False,True,False,99,0.16161616161616163,9
R1,0,12,4,Turn 4,Conservative,1.072893086521142,0.6738311558051372,False,True,False,51,0.09803921568627451,4
R1,0,12,5,Turn 5,Conservative,1.2094876046279124,0.7775183489081301,True,True,False,98,0.07142857142857142,3
R1,0,12,6,Turn 6,Conservative,1.0703432817404046,0.6917562657276911,False,True,False,55,0.05454545454545454,2
R1,0,12,7,Turn 7,Conservative,1.0307180318078548,0.5980508927133923,False,True,True,37,0.08108108108108109,1
R1,0,12,8,Turn 8,Optimal,1.4033077972101442,0.9401093548550786,False,False,False,53,0.0,0
R1,0,12,9,Turn 9,Optimal,1.3000392453304777,0.8241922953980381,False,True,False,104,0.009615384615384616,1
R1,0,12,10,Turn 10,Conservative,1.180943740902537,0.7673990113332928,False,True,False,90,0.16666666666666666,9
R1,0,12,11,Turn 11,Conservative,1.2315481776836426,0.7015813370865435,False,True,False,99,0.12121212121212122,9
R1,0,13,1,Turn 1,Conservative,1.2748390503762534,0.7219591143106036,False,True,False,79,0.11392405063291139,5
R1,0,13,2,Turn 2,Conservative,1.194010063525832,0.7657552455846647,False,True,False,167,0.15568862275449102,11
R1,0,13,3,Turn 3,Conservative,1.2249205141557926,0.7275148807521732,False,True,False,92,0.11956521739130435,5
R1,0,13,4,Turn 4,Conservative,1.1071848391462535,0.7157245635906571,False,True,False,47,0.19148936170212766,7
R1,0,13,5,Turn 5,Conservative,1.240766335829303,0.8012099477165527,False,True,False,97,0.1134020618556701,8
R1,0,13,6,Turn 6,Conservative,1.0585765192919872,0.7012828636344899,False,False,False,55,0.0,0
R1,0,13,7,Turn 7,Conservative,1.0385273765729142,0.5731071965455177,False,True,False,35,0.11428571428571428,4
R1,0,13,8,Turn 8,Optimal,1.3942491242640034,0.9415519354377101,False,True,False,53,0.1320754716981132,6
R1,0,13,9,Turn 9,Conservative,1.2674011934754918,0.8006675348658399,False,True,False,104,0.25961538461538464,9
R1,0,13,10,Turn 10,Conservative,1.1489019011467345,0.7529390367165373,True,True,False,90,0.23333333333333334,12
R1,0,13,11,Turn 11,Conservative,1.245664239454403,0.720379071341158,True,True,False,98,0.09183673469387756,4
R1,0,14,1,Turn 1,Conservative,1.2710826037857763,0.7189895895291306,False,True,False,79,0.08860759493670886,4
R1,0,14,2,Turn 2,Conservative,1.193183475336764,0.7776714980923201,False,True,False,169,0.10650887573964497,10
R1,0,14,3,Turn 3,Conservative,1.2105943270515345,0.7287538234781532,False,True,False,95,0.06315789473684211,4
R1,0,14,4,Turn 4,Conservative,1.16736866719402,0.7502948096703147,False,True,False,49,0.24489795918367346,9
R1,0,14,5,Turn 5,Conservative,1.2266802975549693,0.8030153804045685,False,True,False,101,0.16831683168316833,7
R1,0,14,6,Turn 6,Conservative,1.0283119465725923,0.6928195549593112,False,False,False,58,0.0,0
R1,0,14,7,Turn 7,Conservative,1.0686576620458361,0.6088215274696236,False,True,False,35,0.2,6
R1,0,14,8,Turn 8,Optimal,1.3913235012849758,0.9504823394538587,False,True,False,51,0.19607843137254902,5
R1,0,14,9,Turn 9,Optimal,1.3224020593808914,0.833305441221963,False,True,False,101,0.0594059405940594,5
R1,0,14,10,Turn 10,Conservative,1.172374544850023,0.7601844203785699,True,True,False,95,0.12631578947368421,5
R1,0,14,11,Turn 11,Conservative,1.254406242720587,0.7182701359700804,False,True,False,95,0.042105263157894736,4
R1,0,15,1,Turn 1,Conservative,1.3169317942865097,0.7283487144207776,False,True,False,77,0.1038961038961039,5
R1,0,15,2,Turn 2,Conservative,1.1687174713243513,0.7704753566603106,False,True,False,171,0.16374269005847952,10
R1,0,15,3,Turn 3,Conservative,1.2277684232253374,0.7258406153237824,False,True,False,93,0.1827956989247312,8
R1,0,15,4,Turn 4,Conservative,1.12797075202892,0.7425406232806658,False,True,False,49,0.20408163265306123,4
R1,0,15,5,Turn 5,Optimal,1.2573424689919843,0.8269997477894615,True,True,False,97,0.1134020618556701,10
R1,0,15,6,Turn 6,Conservative,1.0623215984582262,0.7065419847049952,False,False,False,58,0.0,0
R1,0,15,7,Turn 7,Conservative,0.9865737349616102,0.5477872087390672,False,True,False,35,0.22857142857142856,8
R1,0,15,8,Turn 8,Aggressive,1.3512345412575553,0.8732445363318444,True,True,False,53,0.20754716981132076,8
R1,0,15,9,Turn 9,Optimal,1.319907281599955,0.8426366337917777,False,True,False,102,0.08823529411764706,8
R1,0,15,10,Turn 10,Conservative,1.1812608248118683,0.7782445920653931,False,True,False,91,0.02197802197802198,2
R1,0,15,11,Turn 11,Conservative,1.2497656144405422,0.715139539688611,False,True,False,99,0.15151515151515152,5
R1,0,16,1,Turn 1,Conservative,1.2438910196021458,0.7054405319059881,False,True,False,79,0.13924050632911392,4
R1,0,16,2,Turn 2,Conservative,1.2089290412731848,0.7725933151112869,True,True,False,166,0.10843373493975904,6
R1,0,16,3,Turn 3,Conservative,1.2044596705487822,0.7253761458967873,False,True,False,98,0.10204081632653061,9
R1,0,16,4,Turn 4,Conservative,1.1606648377827717,0.7603794319164554,False,True,False,49,0.14285714285714285,5
R1,0,16,5,Turn 5,Conservative,1.246940633401462,0.8051179879429732,False,True,False,100,0.11,6
R1,0,16,6,Turn 6,Conservative,1.0754156653640043,0.7075958144273005,False,True,False,58,0.034482758620689655,1
R1,0,16,7,Turn 7,Conservative,1.024606824398166,0.5858576712898359,False,True,False,35,0.2,6
R1,0,16,8,Turn 8,Optimal,1.378534180584755,0.9287503983208031,False,True,False,53,0.11320754716981132,5
R1,0,16,9,Turn 9,Optimal,1.3329746024953484,0.8427218799781656,False,True,False,102,0.20588235294117646,11
R1,0,16,10,Turn 10,Conservative,1.2035112091162221,0.7820055091377043,False,True,False,91,0.15384615384615385,12
R1,0,16,11,Turn 11,Conservative,1.238594221494748,0.7173344669467506,True,True,False,98,0.09183673469387756,5
R1,0,17,1,Turn 1,Conservative,1.2521258948111016,0.7313486966186895,False,True,False,79,0.21518987341772153,8
R1,0,17,2,Turn 2,Conservative,1.219363945250383,0.7785019612834557,False,True,False,169,0.13609467455621302,9
R1,0,17,3,Turn 3,Conservative,1.2302673037338534,0.7415615651950158,False,True,False,99,0.09090909090909091,5
R1,0,17,4,Turn 4,Conservative,1.1477286947669647,0.7588464025496663,False,True,False,49,0.12244897959183673,4
R1,0,17,5,Turn 5,Conservative,1.2280595063594246,0.803906278719827,False,True,False,97,0.030927835051546393,3
R1,0,17,6,Turn 6,Conservative,1.0705763269685706,0.7091192582395512,False,True,False,58,0.034482758620689655,2
R1,0,17,7,Turn 7,Conservative,1.0067392545212832,0.5734156023452126,False,True,True,32,0.25,5
R1,0,17,8,Turn 8,Optimal,1.3624573867228436,0.8953415961625388,False,True,False,54,0.09259259259259259,4
R1,0,17,9,Turn 9,Optimal,1.3240289966000038,0.8279016524708476,True,True,False,101,0.2376237623762376,8
R1,0,17,10,Turn 10,Conservative,1.1518187858570768,0.76185695757506,True,True,False,90,0.12222222222222222,4
R1,0,17,11,Turn 11,Conservative,1.2089977435459505,0.6968970264984186,False,True,False,100,0.1,7
R1,0,18,1,Turn 1,Conservative,1.2814015470740776,0.7196548876973923,False,True,False,77,0.03896103896103896,2
R1,0,18,2,Turn 2,Conservative,1.2139633590345966,0.78470453167821,True,True,False,166,0.1746987951807229,9
R1,0,18,3,Turn 3,Conservative,1.1868507610409613,0.7150826513231535,False,True,False,99,0.050505050505050504,3
R1,0,18,4,Turn 4,Conservative,1.1432202003119512,0.7143798540691992,False,True,False,46,0.2391304347826087,6
R1,0,18,5,Turn 5,Conservative,1.226801974358831,0.7789233085909049,False,True,False,97,0.14432989690721648,10
R1,0,18,6,Turn 6,Conservative,1.0729183109555795,0.7029348583485062,False,True,False,58,0.13793103448275862,4
R1,0,18,7,Turn 7,Conservative,1.0291315292784486,0.545194479501222,False,True,False,37,0.08108108108108109,2
R1,0,18,8,Turn 8,Optimal,1.4405649899906827,0.9694353511757818,False,True,False,51,0.09803921568627451,5
R1,0,18,9,Turn 9,Optimal,1.3085993771327142,0.840972922474439,False,True,False,104,0.09615384615384616,5
R1,0,18,10,Turn 10,Conservative,1.1344091077592384,0.7598680241199502,False,True,False,95,0.21052631578947367,12
R1,0,18,11,Turn 11,Conservative,1.2020536048552934,0.7002389684971515,False,True,False,100,0.08,4
R1,0,19,1,Turn 1,Conservative,1.2640882979934187,0.7056165404655822,False,True,False,78,0.11538461538461539,5
R1,0,19,2,Turn 2,Conservative,1.2117378637675882,0.7691316472709574,False,True,False,167,0.1317365269461078,8
R1,0,19,3,Turn 3,Conservative,1.1899419954786932,0.7195005699114938,False,True,False,95,0.06315789473684211,3
R1,0,19,4,Turn 4,Conservative,1.0905266444415518,0.6876023328199847,False,True,False,47,0.14893617021276595,3
R1,0,19,5,Turn 5,Optimal,1.2688616505311698,0.8376254321292153,False,False,False,99,0.0,0
R1,0,19,6,Turn 6,Conservative,1.0536343760329587,0.6927021338604786,False,False,False,58,0.0,0
R1,0,19,7,Turn 7,Conservative,1.1096224206109655,0.6307289563352805,False,True,False,32,0.21875,4
R1,0,19,8,Turn 8,Optimal,1.4253969526743597,0.9506475251289274,False,False,False,54,0.0,0
R1,0,19,9,Turn 9,Optimal,1.314989631904351,0.8332192266392635,False,True,False,104,0.08653846153846154,5
R1,0,19,10,Turn 10,Conservative,1.1719425840544784,0.7747411749024488,True,True,False,93,0.12903225806451613,6
R1,0,19,11,Turn 11,Conservative,1.2277659705974067,0.7150760628316023,False,True,False,99,0.050505050505050504,2
R1,0,20,1,Turn 1,Conservative,1.3272725297333252,0.7467620368808603,False,True,False,76,0.13157894736842105,5
R1,0,20,2,Turn 2,Conservative,1.2158042436827374,0.7786483524470441,False,True,False,169,0.047337278106508875,8
R1,0,20,3,Turn 3,Conservative,1.2218322607558345,0.7267530341113959,False,True,False,97,0.17525773195876287,6
R1,0,20,4,Turn 4,Conservative,1.164017411094692,0.7586873392352775,False,True,False,47,0.1276595744680851,4
R1,0,20,5,Turn 5,Optimal,1.231139562030193,0.8120647491471015,False,False,False,97,0.0,0
R1,0,20,6,Turn 6,Conservative,1.0504805459772044,0.6902477463867818,False,True,False,56,0.017857142857142856,1
R1,0,20,7,Turn 7,Conservative,0.9845733064116834,0.5895485491762334,False,True,False,35,0.17142857142857143,6
R1,0,20,8,Turn 8,Aggressive,1.4241714179589255,0.9649253590256656,False,True,False,53,0.22641509433962265,7
R1,0,20,9,Turn 9,Optimal,1.3059664831385625,0.8375513149587536,False,True,False,101,0.09900990099009901,8
R1,0,20,10,Turn 10,Conservative,1.1844632185232058,0.7727404580934377,False,True,False,93,0.1935483870967742,7
R1,0,20,11,Turn 11,Conservative,1.2504895532084979,0.7326954977877446,False,True,False,95,0.11578947368421053,7
R1,0,21,1,Turn 1,Conservative,1.307127345444636,0.7457051387046983,False,True,False,77,0.025974025974025976,2
R1,0,21,2,Turn 2,Conservative,1.1828920645178456,0.7749801810168251,False,True,False,169,0.11242603550295859,12
R1,0,21,3,Turn 3,Conservative,1.1920857435149779,0.7191095016951108,False,True,False,102,0.19607843137254902,8
R1,0,21,4,Turn 4,Conservative,1.1250895045205882,0.7336247088591905,False,True,False,46,0.13043478260869565,3
R1,0,21,5,Turn 5,Optimal,1.2545423191190883,0.8106164769585548,False,True,False,99,0.010101010101010102,1
R1,0,21,6,Turn 6,Conservative,1.0315358675383124,0.6884546945160874,False,True,False,58,0.15517241379310345,6
R1,0,21,7,Turn 7,Conservative,0.9838370490097823,0.5934931808457533,False,True,False,34,0.17647058823529413,6
R1,0,21,8,Turn 8,Optimal,1.3996669623216693,0.9782847533384083,False,True,False,51,0.0784313725490196,4
R1,0,21,9,Turn 9,Optimal,1.3115834048922093,0.8260710410840957,False,True,False,100,0.05,3
R1,0,21,10,Turn 10,Conservative,1.1797199918508483,0.7808138251831153,False,True,False,97,0.10309278350515463,4
R1,0,21,11,Turn 11,Conservative,1.2357216882834527,0.725500772288364,False,True,False,95,0.16842105263157894,10
R1,0,22,1,Turn 1,Conservative,1.270945910504836,0.7056416175451553,False,True,False,79,0.012658227848101266,1
R1,0,22,2,Turn 2,Conservative,1.2075243695571198,0.7693156097210957,False,True,False,169,0.08284023668639054,7
R1,0,22,3,Turn 3,Conservative,1.2067078929993702,0.7195969101314272,False,True,False,98,0.20408163265306123,10
R1,0,22,4,Turn 4,Conservative,1.138305763239423,0.7308840932077773,False,True,False,46,0.10869565217391304,2
R1,0,22,5,Turn 5,Optimal,1.2342933286542257,0.8292465031532448,False,True,False,102,0.049019607843137254,3
R1,0,22,6,Turn 6,Conservative,1.04236016094106,0.6699195852063449,False,True,False,58,0.06896551724137931,4
R1,0,22,7,Turn 7,Conservative,1.0489607893534059,0.6432361182187714,False,True,False,33,0.18181818181818182,4
R1,0,22,8,Turn 8,Optimal,1.4278213375722206,0.9642068976927786,False,True,False,51,0.1568627450980392,5
R1,0,22,9,Turn 9,Optimal,1.3212302288443631,0.8374786240033922,False,True,False,102,0.16666666666666666,11
R1,0,22,10,Turn 10,Conservative,1.170347548871804,0.7690735435626495,False,True,False,93,0.1935483870967742,11
R1,0,22,11,Turn 11,Conservative,1.2540047966465235,0.7291067124398191,False,True,False,97,0.061855670103092786,5
R1,0,23,1,Turn 1,Conservative,1.3198982423496934,0.7389319883689169,False,True,False,76,0.09210526315789473,5
R1,0,23,2,Turn 2,Conservative,1.2177660322625576,0.7842038779554025,True,True,False,167,0.11377245508982035,10
R1,0,23,3,Turn 3,Conservative,1.2114656745214867,0.7309248188630255,False,True,False,99,0.12121212121212122,7
R1,0,23,4,Turn 4,Conservative,1.163020369490343,0.7543035581752713,False,True,False,48,0.1875,3
R1,0,23,5,Turn 5,Conservative,1.2273615158105156,0.8090210602098332,False,True,False,97,0.041237113402061855,4
R1,0,23,6,Turn 6,Conservative,1.0589514567488867,0.6938225914453566,False,False,False,56,0.0,0
R1,0,23,7,Turn 7,Conservative,0.9747598172487727,0.5559385438614025,False,True,False,35,0.2571428571428571,6
R1,0,23,8,Turn 8,Optimal,1.4127960137697493,0.9376172674306229,False,True,False,51,0.19607843137254902,4
R1,0,23,9,Turn 9,Optimal,1.3175498109268764,0.8536125256359086,False,True,False,102,0.12745098039215685,6
R1,0,23,10,Turn 10,Conservative,1.1663063456528941,0.7595013677522409,False,True,False,92,0.1956521739130435,6
R1,0,23,11,Turn 11,Conservative,1.245404924788831,0.7233502205411355,True,True,False,98,0.08163265306122448,7
R1,0,24,1,Turn 1,Conservative,1.2859997174625022,0.7103838632821636,False,True,False,77,0.09090909090909091,3
R1,0,24,2,Turn 2,Conservative,1.1887077253077207,0.7580451331487476,False,True,False,172,0.12790697674418605,9
R1,0,24,3,Turn 3,Conservative,1.2061895391149373,0.7175361130266433,False,True,False,99,0.09090909090909091,7
R1,0,24,4,Turn 4,Conservative,1.1328741532083664,0.7391814530515944,False,True,True,48,0.10416666666666667,3
R1,0,24,5,Turn 5,Optimal,1.2456888385745217,0.8288670638741524,False,True,False,102,0.058823529411764705,5
R1,0,24,6,Turn 6,Conservative,1.0903949841637184,0.7122009269960028,False,False,False,58,0.0,0
R1,0,24,7,Turn 7,Conservative,1.0371950498218276,0.6240689863068378,False,True,False,32,0.15625,5
R1,0,24,8,Turn 8,Optimal,1.4064919250470573,0.9354999764562023,False,True,False,53,0.1320754716981132,5
R1,0,24,9,Turn 9,Optimal,1.3215677631723939,0.8455957261991399,False,True,False,101,0.12871287128712872,9
R1,0,24,10,Turn 10,Conservative,1.1689579808354595,0.7841500100920572,False,True,False,93,0.13978494623655913,8
R1,0,24,11,Turn 11,Conservative,1.2499200633561192,0.7054341016155808,True,True,False,97,0.10309278350515463,5
R1,0,25,1,Turn 1,Conservative,1.3100576329690643,0.7448011859159722,False,True,False,76,0.25,8
